"Date","HospitalValue","BoardValue","NationalValue",
"31 May 2021","2162.000","8881.000","129444.000",
"30 Apr 2021","1893.000","7610.000","115589.000",
"31 Mar 2021","1820.000","7005.000","103936.000",
"28 Feb 2021","1396.000","5470.000","80423.000",
"31 Jan 2021","1341.000","5498.000","85491.000",
"31 Dec 2020","1719.000","6786.000","93829.000",
"31 Oct 2020","1795.000","8137.000","107406.000",
"30 Sep 2020","1876.000","8900.000","116229.000",
"31 Aug 2020","2093.000","9129.000","122733.000",
"31 Jul 2020","2030.000","9064.000","112173.000",
"30 Jun 2020","1611.000","7478.000","101228.000",
"31 May 2020","1340.000","6256.000","88608.000",
"30 Apr 2020","1117.000","5405.000","65112.000",
"31 Mar 2020","1780.000","8912.000","101225.000",
"29 Feb 2020","2080.000","10712.000","128341.000",
"31 Jan 2020","2313.000","11616.000","138724.000",
"31 Dec 2019","2475.000","12107.000","141418.000",
"30 Nov 2019","2278.000","11602.000","141973.000",
"31 Oct 2019","2312.000","11742.000","146068.000",
"30 Sep 2019","2289.000","12411.000","150708.000",
"31 Aug 2019","2268.000","12180.000","152514.000",
"31 Jul 2019","2431.000","12514.000","150701.000",
"30 Jun 2019","2275.000","12204.000","147627.000",
"31 May 2019","2167.000","12166.000","150714.000",
"30 Apr 2019","2242.000","11729.000","145340.000",
"31 Mar 2019","2102.000","11871.000","144564.000",
"28 Feb 2019","1950.000","10920.000","130047.000",
"31 Jan 2019","1950.000","11112.000","138885.000",
"31 Dec 2018","2087.000","11385.000","138127.000",
"30 Nov 2018","2061.000","10788.000","135395.000",
"31 Oct 2018","1850.000","10929.000","138165.000",
"30 Sep 2018","2230.000","11940.000","140596.000",
"31 Aug 2018","2183.000","12043.000","144878.000",
"31 Jul 2018","2300.000","12228.000","145651.000",
"30 Jun 2018","2338.000","12658.000","146653.000",
"31 May 2018","2292.000","12805.000","153090.000",
"30 Apr 2018","2069.000","11519.000","137778.000",
"31 Mar 2018","2110.000","11460.000","137820.000",
"28 Feb 2018","1766.000","9962.000","121676.000",
"31 Jan 2018","1992.000","11043.000","129053.000",
"31 Dec 2017","2096.000","11959.000","141984.000",
"30 Nov 2017","1849.000","10575.000","132218.000",
"31 Oct 2017","1958.000","11405.000","137835.000",
"30 Sep 2017","2104.000","11837.000","140941.000",
"31 Aug 2017","2172.000","11726.000","141354.000",
"31 Jul 2017","2205.000","11547.000","137635.000",
"01 Jun 2017","2157.000","11629.000","138813.000",
"31 May 2017","2268.000","12515.000","150441.000",
"30 Apr 2017","2071.000","11210.000","136079.000",
"01 Mar 2017","2137.000","11643.000","138813.000",
"01 Feb 2017","1651.000","9729.000","118803.000",
"01 Jan 2017","1799.000","10768.000","128648.000",
"01 Dec 2016","2006.000","11221.000","130848.000",
"01 Nov 2016","1910.000","10562.000","129233.000",
"01 Oct 2016","2047.000","11276.000","136754.000",
"01 Sep 2016","2160.000","12331.000","141115.000",
"01 Aug 2016","2240.000","12045.000","142950.000",
"01 Jul 2016","2235.000","11807.000","135531.000",
"01 Jun 2016","2016.000","11649.000","139300.000",
"01 May 2016","2182.000","12706.000","148522.000",
"01 Apr 2016","2037.000","10797.000","131755.000",
"01 Mar 2016","2126.000","12178.000","144924.000",
"01 Feb 2016","1905.000","10989.000","127820.000",
"01 Jan 2016","2040.000","10904.000","129524.000",
"01 Dec 2015","1868.000","10750.000","125202.000",
"01 Nov 2015","1901.000","11149.000","127527.000",
"01 Oct 2015","1861.000","11152.000","133028.000",
"01 Sep 2015","2024.000","12047.000","137080.000",
"01 Aug 2015","2274.000","12695.000","142082.000",
"01 Jul 2015","2186.000","11585.000","131948.000",
"01 Jun 2015","2002.000","12065.000","134757.000",
"01 May 2015","2059.000","11768.000","138077.000",
"01 Apr 2015","2003.000","11377.000","134713.000",
"31 Mar 2015","2036.000","11967.000","137572.000",
"28 Feb 2015","1784.000","10533.000","121281.000",
"31 Jan 2015","2026.000","11376.000","129269.000",
"31 Dec 2014","1985.000","11277.000","129316.000",
"30 Nov 2014","1781.000","11032.000","131004.000",
"31 Oct 2014","1845.000","11074.000","133528.000",
"30 Sep 2014","2108.000","12466.000","142622.000",
"31 Aug 2014","2119.000","12020.000","142025.000",
"31 Jul 2014","2021.000","12163.000","144310.000",
"30 Jun 2014","2036.000","12411.000","144865.000",
"31 May 2014","2059.000","12822.000","146730.000",
"30 Apr 2014","1936.000","11910.000","137469.000",
"31 Mar 2014","2007.000","12441.000","141922.000",
"28 Feb 2014","1771.000","10880.000","122579.000",
"31 Jan 2014","1855.000","11096.000","128806.000",
