"Date","HospitalValue","BoardValue","NationalValue",
"31 May 2021","4829.000","6424.000","129444.000",
"30 Apr 2021","4684.000","6054.000","115589.000",
"31 Mar 2021","4332.000","5332.000","103936.000",
"28 Feb 2021","3294.000","3996.000","80423.000",
"31 Jan 2021","3514.000","4261.000","85491.000",
"31 Dec 2020","3446.000","4479.000","93829.000",
"31 Oct 2020","3806.000","5603.000","107406.000",
"30 Sep 2020","3979.000","6060.000","116229.000",
"31 Aug 2020","4292.000","6752.000","122733.000",
"31 Jul 2020","4153.000","6304.000","112173.000",
"30 Jun 2020","3834.000","5859.000","101228.000",
"31 May 2020","3280.000","4945.000","88608.000",
"30 Apr 2020","2586.000","3718.000","65112.000",
"31 Mar 2020","4256.000","5618.000","101225.000",
"29 Feb 2020","5014.000","6775.000","128341.000",
"31 Jan 2020","5438.000","7223.000","138724.000",
"31 Dec 2019","5544.000","7193.000","141418.000",
"30 Nov 2019","5546.000","7320.000","141973.000",
"31 Oct 2019","5794.000","7740.000","146068.000",
"30 Sep 2019","5908.000","8048.000","150708.000",
"31 Aug 2019","5901.000","8044.000","152514.000",
"31 Jul 2019","5846.000","7754.000","150701.000",
"30 Jun 2019","5900.000","7721.000","147627.000",
"31 May 2019","6024.000","7805.000","150714.000",
"30 Apr 2019","5740.000","7522.000","145340.000",
"31 Mar 2019","5656.000","7413.000","144564.000",
"28 Feb 2019","4877.000","6341.000","130047.000",
"31 Jan 2019","5416.000","6917.000","138885.000",
"31 Dec 2018","5468.000","6943.000","138127.000",
"30 Nov 2018","5207.000","6794.000","135395.000",
"31 Oct 2018","5370.000","7062.000","138165.000",
"30 Sep 2018","5467.000","7201.000","140596.000",
"31 Aug 2018","5489.000","7238.000","144878.000",
"31 Jul 2018","5719.000","7439.000","145651.000",
"30 Jun 2018","5618.000","7480.000","146653.000",
"31 May 2018","5845.000","7725.000","153090.000",
"30 Apr 2018","5299.000","6920.000","137778.000",
"31 Mar 2018","5334.000","6797.000","137820.000",
"28 Feb 2018","4611.000","5937.000","121676.000",
"31 Jan 2018","4956.000","6294.000","129053.000",
"31 Dec 2017","5569.000","6996.000","141984.000",
"30 Nov 2017","5245.000","6600.000","132218.000",
"31 Oct 2017","5448.000","6988.000","137835.000",
"30 Sep 2017","5349.000","6893.000","140941.000",
"31 Aug 2017","5536.000","7071.000","141354.000",
"31 Jul 2017","5562.000","7004.000","137635.000",
"01 Jun 2017","5571.000","7077.000","138813.000",
"31 May 2017","5995.000","7584.000","150441.000",
"30 Apr 2017","5476.000","6914.000","136079.000",
"01 Mar 2017","5493.000","6808.000","138813.000",
"01 Feb 2017","4793.000","5821.000","118803.000",
"01 Jan 2017","5097.000","6181.000","128648.000",
"01 Dec 2016","5166.000","6186.000","130848.000",
"01 Nov 2016","5107.000","6238.000","129233.000",
"01 Oct 2016","5343.000","6580.000","136754.000",
"01 Sep 2016","5406.000","6684.000","141115.000",
"01 Aug 2016","5514.000","6855.000","142950.000",
"01 Jul 2016","5274.000","6550.000","135531.000",
"01 Jun 2016","5393.000","6746.000","139300.000",
"01 May 2016","6011.000","7501.000","148522.000",
"01 Apr 2016","5255.000","6499.000","131755.000",
"01 Mar 2016","5849.000","7284.000","144924.000",
"01 Feb 2016","5057.000","6293.000","127820.000",
"01 Jan 2016","5206.000","6379.000","129524.000",
"01 Dec 2015","5089.000","6132.000","125202.000",
"01 Nov 2015","5100.000","6285.000","127527.000",
"01 Oct 2015","5111.000","6472.000","133028.000",
"01 Sep 2015","5474.000","6902.000","137080.000",
"01 Aug 2015","5494.000","6896.000","142082.000",
"01 Jul 2015","5084.000","6440.000","131948.000",
"01 Jun 2015","5408.000","6838.000","134757.000",
"01 May 2015","5311.000","6732.000","138077.000",
"01 Apr 2015","5113.000","6488.000","134713.000",
"31 Mar 2015","5099.000","6566.000","137572.000",
"28 Feb 2015","4392.000","5536.000","121281.000",
"31 Jan 2015","4866.000","5881.000","129269.000",
"31 Dec 2014","4918.000","5876.000","129316.000",
"30 Nov 2014","4914.000","6004.000","131004.000",
"31 Oct 2014","5154.000","6312.000","133528.000",
"30 Sep 2014","5518.000","6923.000","142622.000",
"31 Aug 2014","5447.000","6760.000","142025.000",
"31 Jul 2014","5581.000","6888.000","144310.000",
"30 Jun 2014","5641.000","7049.000","144865.000",
"31 May 2014","5615.000","6921.000","146730.000",
"30 Apr 2014","5246.000","6434.000","137469.000",
"31 Mar 2014","5393.000","6630.000","141922.000",
"28 Feb 2014","4397.000","5425.000","122579.000",
"31 Jan 2014","4822.000","5859.000","128806.000",
