"Date","BoardValue","NationalValue",
"29 Apr 2021","22.000","509.000",
"25 Mar 2021","27.000","499.000",
"25 Feb 2021","11.000","442.000",
"28 Jan 2021","7.000","463.000",
"31 Dec 2020","15.000","521.000",
"26 Nov 2020","23.000","518.000",
"29 Oct 2020","21.000","504.000",
"24 Sep 2020","22.000","577.000",
"27 Aug 2020","25.000","561.000",
"30 Jul 2020","14.000","471.000",
"25 Jun 2020","16.000","364.000",
"28 May 2020","13.000","330.000",
"30 Apr 2020","12.000","249.000",
"26 Mar 2020","16.000","619.000",
"27 Feb 2020","28.000","988.000",
"30 Jan 2020","26.000","1027.000",
"26 Dec 2019","14.000","939.000",
"28 Nov 2019","13.000","920.000",
"31 Oct 2019","15.000","966.000",
"26 Sep 2019","20.000","963.000",
"29 Aug 2019","21.000","924.000",
"27 Jun 2019","26.000","918.000",
"30 May 2019","26.000","917.000",
"25 Apr 2019","19.000","894.000",
"28 Mar 2019","17.000","818.000",
"28 Feb 2019","20.000","855.000",
"31 Jan 2019","21.000","875.000",
"27 Dec 2018","19.000","910.000",
"29 Nov 2018","36.000","888.000",
"25 Oct 2018","23.000","998.000",
"27 Sep 2018","23.000","1030.000",
"30 Aug 2018","22.000","922.000",
"26 Jul 2018","17.000","906.000",
"28 Jun 2018","23.000","914.000",
"31 May 2018","18.000","886.000",
"26 Apr 2018","19.000","843.000",
"29 Mar 2018","26.000","859.000",
"22 Feb 2018","18.000","824.000",
"25 Jan 2018","26.000","806.000",
"28 Dec 2017","32.000","883.000",
"30 Nov 2017","34.000","911.000",
"26 Oct 2017","25.000","894.000",
"30 Sep 2017","23.000","857.000",
"31 Aug 2017","19.000","817.000",
"27 Jul 2017","34.000","763.000",
"29 Jun 2017","14.000","765.000",
"25 May 2017","16.000","716.000",
"27 Apr 2017","20.000","757.000",
"30 Mar 2017","18.000","823.000",
"23 Feb 2017","13.000","873.000",
"26 Jan 2017","20.000","887.000",
"29 Dec 2016","25.000","938.000",
"24 Nov 2016","22.000","909.000",
"27 Oct 2016","14.000","981.000",
"29 Sep 2016","20.000","937.000",
"25 Aug 2016","20.000","913.000",
"28 Jul 2016","14.000","901.000",
