"Date","HospitalValue","BoardValue","NationalValue",
"31 May 2021","4529.000","23061.000","129444.000",
"30 Apr 2021","3776.000","20785.000","115589.000",
"31 Mar 2021","3264.000","18927.000","103936.000",
"28 Feb 2021","2137.000","14803.000","80423.000",
"31 Jan 2021","2349.000","15874.000","85491.000",
"31 Dec 2020","2882.000","16916.000","93829.000",
"31 Oct 2020","3395.000","19328.000","107406.000",
"30 Sep 2020","3767.000","20469.000","116229.000",
"31 Aug 2020","3799.000","21127.000","122733.000",
"31 Jul 2020","3024.000","18978.000","112173.000",
"30 Jun 2020","2584.000","17734.000","101228.000",
"31 May 2020","2477.000","16144.000","88608.000",
"30 Apr 2020","2002.000","12027.000","65112.000",
"31 Mar 2020","3260.000","17764.000","101225.000",
"29 Feb 2020","3664.000","21909.000","128341.000",
"31 Jan 2020","3840.000","23617.000","138724.000",
"31 Dec 2019","4679.000","23724.000","141418.000",
"30 Nov 2019","5021.000","24515.000","141973.000",
"31 Oct 2019","4484.000","25081.000","146068.000",
"30 Sep 2019","4560.000","25017.000","150708.000",
"31 Aug 2019","3948.000","25180.000","152514.000",
"31 Jul 2019","3402.000","24134.000","150701.000",
"30 Jun 2019","4105.000","24196.000","147627.000",
"31 May 2019","4241.000","24540.000","150714.000",
"30 Apr 2019","4158.000","23831.000","145340.000",
"31 Mar 2019","4705.000","24405.000","144564.000",
"28 Feb 2019","4231.000","22259.000","130047.000",
"31 Jan 2019","4385.000","23735.000","138885.000",
"31 Dec 2018","4649.000","23712.000","138127.000",
"30 Nov 2018","4808.000","23495.000","135395.000",
"31 Oct 2018","4024.000","23252.000","138165.000",
"30 Sep 2018","3966.000","23118.000","140596.000",
"31 Aug 2018","3644.000","24065.000","144878.000",
"31 Jul 2018","3380.000","22961.000","145651.000",
"30 Jun 2018","4205.000","23210.000","146653.000",
"31 May 2018","4470.000","24482.000","153090.000",
"30 Apr 2018","3937.000","22536.000","137778.000",
"31 Mar 2018","4035.000","23024.000","137820.000",
"28 Feb 2018","3834.000","20563.000","121676.000",
"31 Jan 2018","3812.000","21920.000","129053.000",
"31 Dec 2017","4740.000","24028.000","141984.000",
"30 Nov 2017","4824.000","22844.000","132218.000",
"31 Oct 2017","4253.000","23395.000","137835.000",
"30 Sep 2017","4280.000","23362.000","140941.000",
"31 Aug 2017","3772.000","23192.000","141354.000",
"31 Jul 2017","3311.000","21893.000","137635.000",
"01 Jun 2017","4101.000","22702.000","138813.000",
"31 May 2017","4424.000","24125.000","150441.000",
"30 Apr 2017","4132.000","22296.000","136079.000",
"01 Mar 2017","4652.000","23476.000","138813.000",
"01 Feb 2017","3531.000","20063.000","118803.000",
"01 Jan 2017","3670.000","21747.000","128648.000",
"01 Dec 2016","4279.000","22080.000","130848.000",
"01 Nov 2016","4507.000","22229.000","129233.000",
"01 Oct 2016","4169.000","23101.000","136754.000",
"01 Sep 2016","4093.000","23479.000","141115.000",
"01 Aug 2016","3676.000","23305.000","142950.000",
"01 Jul 2016","3348.000","21394.000","135531.000",
"01 Jun 2016","4008.000","22445.000","139300.000",
"01 May 2016","4585.000","24114.000","148522.000",
"01 Apr 2016","3993.000","21624.000","131755.000",
"01 Mar 2016","4683.000","23700.000","144924.000",
"01 Feb 2016","3960.000","21501.000","127820.000",
"01 Jan 2016","3764.000","21894.000","129524.000",
"01 Dec 2015","3748.000","20858.000","125202.000",
"01 Nov 2015","4268.000","21741.000","127527.000",
"01 Oct 2015","3877.000","22054.000","133028.000",
"01 Sep 2015","4083.000","22456.000","137080.000",
"01 Aug 2015","3542.000","22706.000","142082.000",
"01 Jul 2015","3127.000","20640.000","131948.000",
"01 Jun 2015","3803.000","21548.000","134757.000",
"01 May 2015","3854.000","21735.000","138077.000",
"01 Apr 2015","3820.000","21165.000","134713.000",
"31 Mar 2015","4151.000","22006.000","137572.000",
"28 Feb 2015","3475.000","19432.000","121281.000",
"31 Jan 2015","3414.000","20698.000","129269.000",
"31 Dec 2014","3993.000","21210.000","129316.000",
"30 Nov 2014","4154.000","21321.000","131004.000",
"31 Oct 2014","3669.000","21550.000","133528.000",
"30 Sep 2014","3799.000","22307.000","142622.000",
"31 Aug 2014","3275.000","21759.000","142025.000",
"31 Jul 2014","3028.000","21286.000","144310.000",
"30 Jun 2014","3788.000","21896.000","144865.000",
"31 May 2014","3854.000","22170.000","146730.000",
"30 Apr 2014","3688.000","20875.000","137469.000",
"31 Mar 2014","4114.000","22451.000","141922.000",
"28 Feb 2014","3387.000","19322.000","122579.000",
"31 Jan 2014","3369.000","20342.000","128806.000",
